Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2013-02-26,30.43,32.0,29.85,31.1,5071.90174369,156914.91144203,30.938081881663
2013-02-25,29.79,30.49,29.78,30.43,1564.84867774,47315.239867103,30.236303701542
2013-02-24,29.55,30.37,29.08,29.78,1590.77752019,47358.788312335,29.770843321119
2013-02-23,30.37,30.44,27.67,29.54,3865.84825949,112006.74969761,28.973395275579
2013-02-22,29.96,31.49,29.9,30.4,6182.20227366,188602.7128626,30.507366875744
2013-02-21,30.0,30.14,29.6,30.0,3576.1120243,106946.57593087,29.905823756124
2013-02-20,29.39,30.07,29.21,30.0,3832.39322315,113554.95136966,29.630297508023
2013-02-19,26.92,29.5,26.7,29.39,9541.05177226,269205.91894271,28.21553905885
2013-02-18,26.81,27.0,26.29,26.92,3103.54193597,82786.803512587,26.674942765583
2013-02-17,27.36,27.5,25.25,26.98,7942.00011199,208241.43971583,26.220276602798
2013-02-16,27.43,27.58,26.71,27.5,2782.38948658,75384.615488668,27.093480568505
2013-02-15,27.4,27.56,26.72,27.0,3145.14317345,85416.684736996,27.158281841682
2013-02-14,25.0,27.5,22.42,27.4,12042.50498387,304559.44422159,25.29037311004
2013-02-13,25.33,25.97,25.0,25.0,3983.63915336,101818.26116718,25.559107451111
2013-02-12,23.94,25.85,23.87,25.47,8534.23395403,212940.28219037,24.951305921232
2013-02-11,23.74,23.94,23.16,23.94,2978.34729807,70368.403002608,23.626661352827
2013-02-10,23.46,23.8,22.85,23.7,2194.81136293,51399.550148321,23.418664135083
2013-02-09,22.4,23.5,22.24,23.14,2134.0789741,48434.12582899,22.695563949041
2013-02-08,21.95,22.63,21.81,22.4,2801.66595389,62459.847975673,22.29382410453
2013-02-07,20.91,21.96,20.9,21.71,6307.57656257,134111.51711616,21.261972135541
2013-02-06,20.56,20.99,20.33,20.91,3424.26001089,71187.858298448,20.789267775243
2013-02-05,20.3,20.69,20.08,20.5,3193.30770398,65127.975418671,20.395145553151
2013-02-04,20.55,20.7,19.9,20.3,4506.95113427,92079.815005687,20.430622001985
2013-02-03,19.76,20.59,19.57,20.29,2479.42164405,50025.840507479,20.176415184375
2013-02-02,20.35,20.53,19.5,19.82,4786.977974,94152.173197892,19.668394905778
2013-02-01,20.3,20.9,20.04,20.35,3503.83130961,72116.848505846,20.582283258915
2013-01-31,19.45,21.0,19.27,20.46,5738.86115204,115283.71883441,20.088257196017
2013-01-30,19.46,19.47,18.85,19.45,2557.50773646,48878.947402257,19.111945080531
2013-01-29,18.6,19.85,18.53,19.35,4541.64000435,87069.572290672,19.171394519882
2013-01-28,17.6,18.74,17.48,18.67,5344.51893733,96361.463029508,18.029960069268
2013-01-27,17.49,17.6,17.08,17.6,2589.57418764,45217.368051691,17.461314013521
2013-01-26,17.3,17.49,16.67,17.49,2485.89670409,42385.89383645,17.0505450877
2013-01-25,17.15,17.72,16.12,17.49,5131.56268928,87773.798616665,17.104691870963
2013-01-24,17.5,19.2,16.0,17.29,14880.17041128,269214.38307519,18.092157255881
2013-01-23,17.5,17.6,16.86,17.5,4853.15538002,83871.774637145,17.281905908564
2013-01-22,16.53,17.6,16.45,17.35,3827.75700027,65908.212322259,17.218494360434
2013-01-21,15.62,16.98,15.45,16.52,5634.62820353,91833.146850075,16.297995809651
2013-01-20,15.48,15.69,15.38,15.5,1427.76747178,22158.056599136,15.519373453376
2013-01-19,15.52,15.65,15.32,15.38,1993.54022684,30700.795560535,15.400138480877
2013-01-18,15.34,15.7,15.17,15.57,6749.5256782,104430.4053458,15.472258396334
2013-01-17,14.53,15.47,14.45,15.36,5227.75642184,78132.716713357,14.945745441953
2013-01-16,14.15,14.65,14.01,14.53,5436.22875828,78305.356246951,14.404352673291
2013-01-15,14.1,14.32,13.88,14.2,4961.37905221,70161.088151888,14.141448862012
2013-01-14,13.65,14.1,13.5,14.1,4314.60459809,60172.096407679,13.946143856222
2013-01-13,13.94,14.03,13.54,13.64,1578.50971345,21695.647472247,13.744386421816
2013-01-12,14.02,14.07,13.84,13.89,2245.5631997,31296.026994246,13.93682751767
2013-01-11,14.0,14.1,13.85,14.0,2405.62603846,33619.019250124,13.975164349171
2013-01-10,13.67,14.19,13.5,14.0,3719.44737915,51323.118233708,13.79858699478
2013-01-09,13.51,13.65,13.18,13.58,4640.26739318,62258.099183147,13.416920601311
2013-01-08,13.2,13.5,13.05,13.5,6086.27515492,81166.308116258,13.335957716378
2013-01-07,13.1,13.2,13.04,13.2,3935.24845698,51741.808237524,13.148295159293
2013-01-06,13.11,13.15,13.06,13.15,453.5630895,5943.5196079034,13.104063680436
2013-01-05,13.19,13.19,13.03,13.15,1463.53584867,19221.273754359,13.133449222871
2013-01-04,13.12,13.24,12.84,13.19,2700.25350741,35364.473307093,13.096723403949
2013-01-03,13.09,13.26,12.96,13.19,3320.9720537,43609.267021538,13.13147666297
2013-01-02,13.12,13.19,12.98,13.09,1840.84872373,24114.049403656,13.099419356304
2013-01-01,13.24,13.24,12.77,13.22,2116.92940862,27536.431322535,13.007722983302
2012-12-31,13.2,13.29,13.05,13.24,1641.78561179,21619.470758238,13.168266674396
2012-12-30,13.13,13.29,13.1,13.2,1020.89023268,13510.924250776,13.234453439042
2012-12-29,13.18,13.28,13.11,13.22,274.78659657,3632.4189619374,13.219054376301
2012-12-28,13.19,13.29,13.01,13.18,4176.8818021,54906.897199909,13.145427570468
2012-12-27,13.18,13.25,12.91,13.2,3347.61148062,43802.856654141,13.084808947431
2012-12-26,13.09,13.19,13.01,13.18,2247.7983618,29347.153254132,13.055954552183
2012-12-25,13.23,13.25,13.09,13.24,1136.04126972,14941.446257455,13.152203758529
2012-12-24,13.11,13.24,13.01,13.23,1511.90177224,19799.934284956,13.096045423388
2012-12-23,13.2,13.29,13.04,13.14,518.01209598,6803.1094602183,13.133109271026
2012-12-22,13.28,13.37,13.11,13.2,870.39564745,11516.743413561,13.23161880152
2012-12-21,13.38,13.41,13.2,13.2,2559.57635586,33924.912381814,13.254112269065
2012-12-20,13.27,13.44,13.14,13.35,1866.13166051,24823.758869025,13.302254816384
2012-12-19,13.13,13.4,13.0,13.4,4893.71657021,64662.329332171,13.213337634998
2012-12-18,13.3,13.62,12.75,13.13,5416.93282338,70572.780485389,13.028180851863
2012-12-17,13.28,13.29,12.85,13.2,5313.36578294,69262.79543778,13.035578250639
2012-12-16,13.38,13.44,13.27,13.27,1217.80887677,16244.382165283,13.3390242715
2012-12-15,13.51,13.57,13.28,13.38,1531.92100659,20413.302946203,13.325297360888
2012-12-14,13.51,13.94,13.38,13.51,5949.65698329,81315.802519794,13.667309350468
2012-12-13,13.49,13.52,13.05,13.52,5259.54363934,70146.107654087,13.336919030277
2012-12-12,13.39,13.49,13.23,13.49,3925.65665283,52584.398297285,13.395057934926
2012-12-11,13.13,13.41,13.13,13.35,2641.35197436,35171.197644148,13.315604275977
2012-12-10,13.3,13.4,13.03,13.3,6444.03315201,85391.129413666,13.251193375228
2012-12-09,13.35,13.36,13.1,13.29,1187.24480088,15671.482665357,13.199874746759
2012-12-08,13.3,13.37,13.3,13.36,509.44467265,6792.0934836902,13.332347648979
2012-12-07,13.34,13.48,13.11,13.37,3494.46597785,46592.933488535,13.333348724489
2012-12-06,13.2,13.59,13.02,13.45,4479.8787206,59510.934133099,13.284050271149
2012-12-05,12.86,13.43,12.63,13.2,3202.16066697,42022.987892551,13.123322738304
2012-12-04,12.5,13.01,12.42,12.59,5524.27022114,70234.703099436,12.713842786087
2012-12-03,12.46,12.6,12.32,12.6,5124.74579588,63764.150210274,12.442402560052
2012-12-02,12.44,12.46,12.24,12.42,1741.38980028,21548.161377816,12.374117141579
2012-12-01,12.39,12.46,12.31,12.34,2513.84899834,31183.917211232,12.404848991258
2012-11-30,12.35,12.45,12.2,12.43,3472.32663909,42855.953167653,12.342143358634
2012-11-29,12.22,12.41,12.1,12.37,3553.57577684,43632.21766588,12.278397987246
2012-11-28,12.01,12.74,11.93,12.22,4332.17242762,52673.245540986,12.158621666387
2012-11-27,12.2,12.23,11.75,12.07,3692.25210948,44268.466956725,11.98955695443
2012-11-26,12.32,12.4,12.11,12.2,4569.27484855,55822.936933863,12.217023222312
2012-11-25,12.29,12.35,12.2,12.31,1110.26121167,13641.487061932,12.28673659725
2012-11-24,12.16,12.29,12.06,12.25,1378.94883856,16783.733328835,12.171396689642
2012-11-23,11.86,12.16,11.66,12.16,2085.93949655,25154.966175478,12.059298084668
2012-11-22,11.67,12.12,11.55,11.88,10030.59751843,118497.33292921,11.813586649398
2012-11-21,11.64,11.67,11.34,11.67,3449.3800311,39721.623939422,11.515583548721
2012-11-20,11.6,11.69,11.44,11.65,2524.49574606,29272.399167262,11.595345016108
2012-11-19,11.51,11.65,11.03,11.65,4206.61783947,47845.298867734,11.373816375429
2012-11-18,11.56,11.65,11.32,11.51,1033.46070105,11853.509193977,11.469724181998
2012-11-17,11.48,11.65,11.45,11.57,795.35041288,9174.525187757,11.53519887484
2012-11-16,11.05,11.6,10.96,11.46,7094.45117038,79249.740665793,11.170665462702
2012-11-15,10.98,11.05,10.81,11.05,2452.65680751,26917.722448143,10.974924158048
2012-11-14,10.87,10.98,10.74,10.97,1294.56300651,14128.304487086,10.913570383241
2012-11-13,10.92,10.99,10.76,10.87,2565.61377888,27984.978478012,10.907712886633
2012-11-12,10.78,10.92,10.72,10.87,1146.3177332,12439.306440297,10.851534509173
2012-11-11,10.82,10.85,10.64,10.82,650.67843328,6980.5758259821,10.728149987689
2012-11-10,10.8,10.87,10.63,10.81,1074.44382044,11581.043442508,10.778640280853
2012-11-09,10.69,10.84,10.61,10.8,2342.58038373,25223.157673942,10.767253857808
2012-11-08,10.65,10.83,10.25,10.81,2930.3994993,31006.341598334,10.580926459256
2012-11-07,10.68,10.84,10.45,10.8,4027.9994833,43035.795325934,10.684161084022
2012-11-06,10.78,10.8,10.51,10.74,3348.91281134,35648.69781263,10.644856949371
2012-11-05,10.63,10.8,10.5,10.78,5531.26120642,58624.906185917,10.59883162232
2012-11-04,10.67,10.68,10.4,10.64,2010.40623271,21126.72855232,10.508686358299
2012-11-03,10.54,10.69,10.41,10.66,1572.81466123,16586.098497281,10.54548822956
2012-11-02,10.85,10.96,10.45,10.67,2477.44954182,26465.310039136,10.68248196074
2012-11-01,11.0,11.05,10.63,10.85,1726.98832092,18852.234926534,10.916249228884
2012-10-31,10.79,11.0,10.66,11.0,3057.67949806,33152.619679016,10.842411606596
2012-10-30,10.8,10.81,10.43,10.8,2780.31469798,29649.72917779,10.664163016989
2012-10-29,10.67,10.8,10.32,10.8,2655.79081055,28198.082938549,10.61758434683
2012-10-28,10.35,10.75,10.3,10.54,972.31928641,10231.222604995,10.522492712009
2012-10-27,10.0,10.75,9.5,10.43,1989.47751313,19869.370460219,9.987230480911
2012-10-26,10.46,10.84,9.68,10.0,2384.64651222,24712.71000821,10.363259242647
2012-10-25,11.39,11.39,10.4,10.55,3077.54063611,33904.385956178,11.016714306991
2012-10-24,11.38,11.62,11.01,11.4,3180.17696523,36136.820562244,11.363147698175
2012-10-23,11.5,11.7,11.25,11.58,2717.11005347,31250.194192104,11.501261847011
2012-10-22,11.54,11.57,11.27,11.49,1913.11800635,21966.437001592,11.482008390848
2012-10-21,11.6,11.68,11.29,11.32,2048.2603274,23455.969452126,11.45165443003
2012-10-20,11.65,11.7,11.53,11.6,704.85501096,8193.0450651909,11.623731033751
2012-10-19,11.75,11.84,11.5,11.67,10149.00152833,118964.59828839,11.721803170126
2012-10-18,11.9,11.9,11.55,11.8,1277.75425699,15057.096359189,11.784031457394
2012-10-17,11.79,11.97,11.15,11.88,3020.89053734,35317.851130543,11.691205190653
2012-10-16,11.8,11.94,11.17,11.92,1004.49967705,11660.432114728,11.608198968239
2012-10-15,11.78,11.84,11.03,11.66,3425.95800654,39335.862221875,11.481711727577
2012-10-14,11.85,11.9,11.79,11.79,336.21764746,3981.4030159368,11.841743126855
2012-10-13,11.9,12.0,11.81,11.85,486.61590663,5796.1521436529,11.911144014575
2012-10-12,11.95,12.1,11.81,11.9,735.71660723,8827.9252932261,11.999083895175
2012-10-11,12.1,12.13,11.58,12.09,2349.86047287,27788.037279681,11.825398827081
2012-10-10,11.85,12.25,11.79,12.24,2369.71836117,28378.106848414,11.975307831266
2012-10-09,11.62,12.26,11.52,11.99,1933.93908899,23092.582410125,11.940697895602
2012-10-08,11.7,11.99,10.42,11.62,2885.95781205,31964.190094605,11.075764850457
2012-10-07,12.39,12.45,11.52,11.71,3262.84750727,39134.370588269,11.993931834409
2012-10-06,12.51,12.6,12.06,12.39,1640.41684963,20370.967759228,12.418165397303
2012-10-05,12.61,12.7,11.5,12.5,5459.56068828,67349.988816187,12.336155354178
2012-10-04,12.9,12.9,12.51,12.57,3211.88600053,40800.141828172,12.702861129392
2012-10-03,12.63,12.99,12.45,12.9,4948.45567245,63268.335024115,12.78547070278
2012-10-02,12.2,12.7,12.14,12.64,4634.41770999,57712.679641571,12.453059532628
2012-10-01,12.21,12.27,11.6,12.14,3151.92775768,37889.918712801,12.021188817059
2012-09-30,12.2,12.28,12.17,12.22,173.21424584,2111.5926932811,12.190641035562
2012-09-29,12.28,12.28,12.12,12.28,584.15406141,7132.4996831674,12.209963354447
2012-09-28,12.21,12.28,11.53,12.28,2842.62287799,34197.623979759,12.030306321864
2012-09-27,12.2,12.38,11.84,12.22,3306.14546315,40040.308503781,12.110873205691
2012-09-26,11.8,12.2,11.53,12.2,3038.10509727,36547.164719236,12.029591982212
2012-09-25,11.9,12.18,11.56,11.75,3057.44986023,36342.387235701,11.886503098032
2012-09-24,11.99,11.99,11.69,11.9,1523.1995401,18068.246885698,11.862035412978
2012-09-23,12.11,12.11,11.79,11.99,1084.46274346,12907.579430203,11.902280191776
2012-09-22,12.14,12.25,11.97,11.97,818.04702569,9870.6660275074,12.066135219038
2012-09-21,12.29,12.35,12.01,12.19,1990.3901719,24224.410470494,12.17068432737
2012-09-20,12.44,12.66,12.28,12.28,767.93391028,9544.777200416,12.429164896411
2012-09-19,11.9,12.5,11.9,12.32,1251.58348152,15406.225612063,12.309387140003
2012-09-18,11.85,12.28,11.67,11.91,3735.01772907,44344.022814645,11.872506646893
2012-09-17,11.75,11.88,11.58,11.85,689.94090289,8097.3393847838,11.736279659411
2012-09-16,11.63,11.8,11.53,11.75,1287.40625221,15018.682886887,11.66584585177
2012-09-15,11.6,11.65,11.35,11.63,594.79395476,6868.3343554911,11.547417892407
2012-09-14,11.26,11.7,11.05,11.5,2127.29435418,24113.838632705,11.335449927427
2012-09-13,11.17,11.42,10.98,11.3,2138.98077281,24097.667338066,11.265957901252
2012-09-12,11.04,11.14,10.75,11.14,2414.68753316,26603.779085881,11.017483098969
2012-09-11,10.95,11.04,10.38,11.04,4794.96358934,51749.353317845,10.792439265418
2012-09-10,10.85,11.08,10.74,10.95,2492.06090795,27171.814405556,10.903350844626
2012-09-09,10.97,11.04,10.84,10.98,1216.12471856,13256.256161709,10.900408452684
2012-09-08,10.98,11.11,10.3,10.97,1355.12940957,14748.686773903,10.883600244926
2012-09-07,11.03,11.1,10.83,11.03,1351.7701121,14879.130983076,11.007146000558
2012-09-06,10.9,11.15,10.68,11.02,3296.23211519,35837.386670155,10.872227870424
2012-09-05,10.38,10.99,10.12,10.99,1870.38903071,19601.415858523,10.479860358827
2012-09-04,10.36,10.5,10.14,10.36,2649.65990947,27351.468486265,10.322633628757
2012-09-03,10.17,10.55,9.95,10.55,1166.65101376,12047.293629224,10.326390229069
2012-09-02,10.07,10.18,9.49,10.18,1340.45182161,13291.456889135,9.915654315103
2012-09-01,10.2,10.2,9.85,9.91,665.20204584,6629.2702898676,9.965799611299
2012-08-31,10.65,10.8,9.69,10.16,2915.12925668,30015.312336144,10.296391581047
2012-08-30,10.81,10.91,10.51,10.65,1513.88396985,16231.944945798,10.722053518676
2012-08-29,11.0,11.05,10.49,10.78,4768.86011118,51406.946950205,10.779713757946
2012-08-28,10.9,11.21,10.63,11.0,2970.10121301,32516.008982488,10.947778089197
2012-08-27,10.31,11.93,10.31,10.78,4283.77447562,47639.938569192,11.121019288089
2012-08-26,10.57,10.62,10.2,10.31,1412.06354452,14794.878071043,10.477487453351
2012-08-25,10.45,10.58,10.14,10.57,581.27122837,6046.2967255679,10.401851030065
2012-08-24,10.03,10.51,9.83,10.37,4170.89273973,42191.819147922,10.115776592868
2012-08-23,9.96,10.19,9.78,10.02,2710.255412,27095.001279479,9.997213236624
2012-08-22,9.99,10.71,9.75,9.96,8193.33129544,84387.947573637,10.299589328287
2012-08-21,9.79,10.51,9.53,10.18,3384.91944343,34338.999746484,10.144702206469
2012-08-20,8.09,10.33,7.86,10.05,3382.49965273,30656.236088978,9.063189722499
2012-08-19,11.86,11.86,7.1,8.06,5427.25152631,48723.000522657,8.977472351606
2012-08-18,12.64,12.99,11.11,11.54,2511.36721759,29197.872214074,11.626285478909
2012-08-17,13.49,16.41,11.5,12.5,4868.27886465,69361.306855933,14.247603472263
2012-08-16,13.14,13.5,12.75,13.42,1529.32907411,20345.700710408,13.303677445777
2012-08-15,12.13,13.2,12.13,13.01,1592.26779358,19913.778482519,12.506551073137
2012-08-14,11.9,12.3,11.81,12.25,1925.97314893,23207.391394887,12.049696231632
2012-08-13,11.42,11.98,11.4,11.89,3499.58597117,40698.515924965,11.629523109375
2012-08-12,11.4,11.69,11.34,11.49,838.43263007,9613.4491054265,11.465976824666
2012-08-11,11.32,11.4,11.25,11.38,358.81692698,4060.0361833336,11.315063136807
2012-08-10,11.0,11.5,10.9,11.32,2554.43905578,28345.944108897,11.096739240953
2012-08-09,11.0,12.49,10.79,11.0,2432.99473283,27273.434039996,11.20982042089
2012-08-08,10.75,11.04,10.7,10.99,2746.09461909,29919.446627154,10.895271568271
2012-08-07,10.86,10.87,10.72,10.75,1039.03555,11186.186217848,10.76593213567
2012-08-06,10.71,10.99,10.43,10.84,2070.07812125,22226.74578272,10.737153131834
2012-08-05,10.93,10.93,10.29,10.71,1906.7619071,19934.339238184,10.454550808864
2012-08-04,10.96,11.2,10.5,10.51,635.36838136,6829.3873409468,10.748705068276
2012-08-03,10.4,12.0,10.1,10.79,2419.4134313,26081.293828122,10.780007042495
2012-08-02,9.45,10.52,9.4,10.44,2209.70926083,21163.187410052,9.577362861801
2012-08-01,9.28,9.5,8.9,9.45,2419.60607326,22568.951151805,9.327531204861
2012-07-31,9.0,9.28,8.92,9.28,1324.42575089,12141.476051459,9.167351241321
2012-07-30,8.7,9.0,8.54,9.0,2423.61350598,21078.353474763,8.697077080465
2012-07-29,8.79,8.79,8.7,8.71,590.37066164,5154.7223922966,8.731332241303
2012-07-28,8.83,9.0,8.78,8.88,1498.92603223,13347.625755771,8.904792810832
2012-07-27,8.76,8.91,8.76,8.83,687.49671529,6094.4158626577,8.864647244295
2012-07-26,8.64,8.83,8.45,8.75,837.67858918,7224.8298658666,8.624823362071
2012-07-25,8.59,8.64,8.24,8.64,1795.45977381,15281.064202712,8.510947683493
2012-07-24,8.59,8.8,8.25,8.61,1298.89850451,11148.282028025,8.582873865292
2012-07-23,8.42,8.88,8.1,8.59,2585.86162064,22225.467115245,8.594994773829
2012-07-22,8.74,8.8,8.3,8.42,1483.54734476,12717.964209006,8.572671613027
2012-07-21,8.52,8.91,8.2,8.74,2380.64465914,20553.418780302,8.633551715243
2012-07-20,8.76,8.76,7.93,8.44,1378.66512931,11284.564549804,8.185138152767
2012-07-19,9.06,9.2,8.76,8.76,2512.84139938,22765.407689012,9.059627756304
2012-07-18,8.5,9.15,8.36,9.0,2613.84283038,22817.789354745,8.729595019846
2012-07-17,8.3,8.8,7.7,8.55,3658.89689036,30014.691767473,8.20320787026
2012-07-16,7.57,8.3,7.14,8.3,3680.08259313,28112.915854613,7.639207855578
2012-07-15,7.55,7.57,7.4,7.57,322.39208253,2418.5641299255,7.501934014463
2012-07-14,7.58,7.58,7.44,7.55,717.31461971,5408.0672342134,7.53932386935
2012-07-13,7.6,7.69,7.46,7.59,1204.54573744,9144.0787733267,7.59130889688
2012-07-12,7.15,7.59,7.1,7.59,2325.83757492,16706.657978049,7.183071663387
2012-07-11,7.08,7.15,7.04,7.14,751.66207543,5345.8293647591,7.112011553464
2012-07-10,6.95,7.13,6.95,7.08,1495.1442887,10504.398824419,7.02567565138
2012-07-09,6.77,6.99,6.55,6.94,1751.75552753,11902.008740367,6.794332059079
2012-07-08,6.8,6.8,6.45,6.73,830.37090436,5483.5607300412,6.603748639613
2012-07-07,6.6,6.79,6.56,6.79,1408.4798228,9388.1561627158,6.665453072698
2012-07-06,6.59,6.6,6.39,6.59,1662.61510481,10843.365954781,6.521873838034
2012-07-05,6.52,6.66,6.52,6.6,1406.97193178,9291.8932001589,6.604178086484
2012-07-04,6.44,6.55,6.36,6.44,2014.68873242,13045.055124856,6.474972989593
2012-07-03,6.61,6.66,6.4,6.44,1936.3905711,12722.288426703,6.570104511238
2012-07-02,6.55,6.64,6.52,6.61,1792.23613156,11809.44560761,6.589224153924
2012-07-01,6.6,6.62,6.52,6.52,332.44372303,2178.0988075656,6.55178202107
2012-06-30,6.58,6.61,6.5,6.61,828.05206012,5403.4121026683,6.525449742719
2012-06-29,6.5,6.63,6.49,6.52,8127.55500191,52910.433822457,6.510006245423
2012-06-28,6.49,6.54,5.99,6.5,4266.15056833,26772.779911376,6.275629395297
2012-06-27,6.41,6.68,6.34,6.49,11231.77828715,73445.146274632,6.53904879503
2012-06-26,6.26,6.46,6.17,6.41,2273.09860085,14395.293587741,6.332894482605
2012-06-25,6.35,6.35,6.11,6.26,1956.72821549,12222.075296354,6.24617931075
2012-06-24,6.35,6.45,6.35,6.4,599.17294991,3831.3971179168,6.394476116608
2012-06-23,6.6,6.61,6.33,6.45,1137.14132849,7329.2719854985,6.445348350175
2012-06-22,6.64,6.67,6.48,6.59,963.16079856,6367.1529910943,6.610685360756
2012-06-21,6.66,6.69,6.64,6.64,480.84201914,3201.4788371265,6.658067950992
2012-06-20,6.4,6.65,6.26,6.64,2075.98456732,13567.256885393,6.53533609978
2012-06-19,6.13,6.49,6.13,6.46,1389.04883704,8907.1497000691,6.41240931388
2012-06-18,6.13,6.34,5.98,6.06,2483.09865301,15257.807491558,6.14466423759
2012-06-17,6.41,6.47,6.13,6.19,424.19045736,2679.9907837292,6.317895033303
2012-06-16,6.41,6.52,6.12,6.41,1010.13937541,6427.8239775232,6.363304048923
2012-06-15,5.88,6.42,5.56,6.42,2041.44728739,11963.308265399,5.860209244342
2012-06-14,5.86,5.91,5.79,5.9,3236.5087261,18903.896599813,5.840829795195
2012-06-13,5.77,6.0,5.71,5.86,1690.19740728,9900.8666310918,5.857816719187
2012-06-12,5.57,5.9,5.53,5.71,9330.40796353,54760.494771808,5.869035414727
2012-06-11,5.48,5.57,5.4,5.52,667.67216608,3645.3740001228,5.459826222089
2012-06-10,5.54,5.54,5.42,5.42,270.95117635,1480.5672575539,5.464332273802
2012-06-09,5.6,5.62,5.47,5.48,353.65603433,1971.2613256918,5.573950772327
2012-06-08,5.48,5.63,5.46,5.61,1397.44902146,7776.0386871848,5.564452490053
2012-06-07,5.41,5.53,5.4,5.53,1412.87520676,7732.3192953309,5.472754605881
2012-06-06,5.39,5.49,5.37,5.41,770.84630967,4190.9748308893,5.436848796336
2012-06-05,5.22,5.49,5.22,5.37,929.19495142,4983.2908991873,5.363019774883
2012-06-04,5.18,5.24,5.14,5.22,1359.1183093,7046.5035080429,5.184613774847
2012-06-03,5.19,5.2,5.19,5.19,14.33475413,74.4404953217,5.193008170674
2012-06-02,5.2,5.21,5.17,5.19,192.43478463,999.613877061,5.194559180052
2012-06-01,5.17,5.24,5.16,5.22,473.66441064,2467.5546251033,5.209499742168
2012-05-31,5.14,5.17,5.1,5.17,1102.63991433,5655.3168031749,5.128888161655
2012-05-30,5.07,5.14,5.07,5.14,748.4016813,3831.8958815711,5.120105923486
2012-05-29,5.07,5.12,4.95,5.11,1341.51430437,6801.7680304287,5.070216551752
2012-05-28,5.08,5.08,5.07,5.07,180.68383317,917.6896741242,5.07898054864
2012-05-27,5.08,5.08,5.0,5.07,913.52967246,4616.795080847,5.053798710681
2012-05-26,5.08,5.09,5.06,5.07,388.70621698,1977.8834187726,5.088376085516
2012-05-25,5.09,5.1,5.08,5.08,274.91026252,1398.6045821127,5.08749498579
2012-05-24,5.08,5.12,5.04,5.12,904.74009563,4607.1250572839,5.092208336446
2012-05-23,5.02,5.1,5.02,5.1,558.15131265,2826.527840367,5.064088852442
2012-05-22,5.05,5.07,5.0,5.03,678.06758546,3425.0898478481,5.051251411059
2012-05-21,5.04,5.09,5.01,5.08,354.05739561,1791.3403731843,5.059463226571
2012-05-20,5.03,5.08,5.03,5.03,26.40212653,133.9641947714,5.073992605072
2012-05-19,5.08,5.08,5.05,5.07,168.0059752,851.5644531924,5.068655755717
2012-05-18,5.03,5.07,5.03,5.07,912.52426975,4607.7640326144,5.049470118616
2012-05-17,5.02,5.03,5.01,5.02,611.21283218,3071.505429472,5.025263325243
2012-05-16,5.0,5.04,4.98,5.04,178.0332215,892.0987537107,5.01085553693
2012-05-15,4.95,5.01,4.9,4.95,600.99596383,2983.3162499811,4.963953885762
2012-05-14,4.93,4.99,4.88,4.93,718.72911768,3540.8612968236,4.926558851898
2012-05-13,4.95,4.95,4.94,4.94,395.46296566,1954.2939345343,4.941787485138
2012-05-12,4.95,4.97,4.91,4.91,219.33389116,1080.6297408425,4.926870786486
2012-05-11,4.97,4.97,4.87,4.95,413.82665677,2038.7965187689,4.926692095386
2012-05-10,5.02,5.04,4.87,4.87,907.11429341,4527.1443541199,4.990709976691
2012-05-09,5.02,5.08,5.01,5.02,350.28159466,1764.9123641596,5.038552955866
2012-05-08,5.06,5.08,4.99,5.02,640.55868732,3232.3842994657,5.046195397005
2012-05-07,5.05,5.08,4.97,5.05,874.47864459,4402.5235657793,5.034455207129
2012-05-06,5.06,5.1,5.02,5.08,1234.04605556,6235.2010563168,5.052648584892
2012-05-05,5.09,5.11,5.04,5.04,415.56904636,2105.1835164379,5.06578518029
2012-05-04,5.1,5.15,5.07,5.07,776.04276349,3969.4260060355,5.1149578255
2012-05-03,5.06,5.13,5.05,5.1,645.08940157,3293.7435876091,5.10587149563
2012-05-02,5.01,5.15,5.01,5.06,495.3171434,2513.6159061753,5.074760564355
2012-05-01,4.94,5.04,4.86,4.97,831.74622588,4137.3046926664,4.974239213757
2012-04-30,4.92,5.02,4.87,5.0,490.58077756,2426.5411629595,4.946262213999
2012-04-29,4.92,4.96,4.81,4.91,62.87862749,306.8608903219,4.880209740117
2012-04-28,5.07,5.07,4.85,4.91,205.02552687,1016.8904969246,4.959823844615
2012-04-27,5.03,5.08,4.99,5.04,718.01401093,3598.0536111237,5.011118942461
2012-04-26,5.1,5.12,4.86,4.98,762.130218,3827.4063792364,5.021984811572
2012-04-25,5.12,5.14,4.86,5.14,1634.21397671,8194.995074882,5.014640182787
2012-04-24,4.99,5.15,4.98,5.08,1975.83110589,10045.498595856,5.084188909624
2012-04-23,5.2,5.25,5.0,5.0,947.46097438,4873.9224479095,5.144193354348
2012-04-22,5.24,5.25,5.17,5.17,139.56864263,727.2909391701,5.21099098956
2012-04-21,5.4,5.43,5.19,5.24,301.94356518,1587.3278915104,5.257035004419
2012-04-20,5.15,5.38,5.09,5.38,372.83588987,1927.0115543877,5.168524830213
2012-04-19,5.17,5.18,5.06,5.13,562.65170962,2877.4332242145,5.114057551088
2012-04-18,4.98,5.18,4.98,5.16,839.9317501,4285.0594609809,5.101675773622
2012-04-17,4.99,4.99,4.95,4.98,282.51538718,1407.3817820282,4.981611076396
2012-04-16,4.93,4.98,4.93,4.98,487.00754874,2414.1630031847,4.957136720839
